# Atomic	number	Z=	34	Date:31-10-2019							
											
# Record	Shelli	2Ji	Eigi	--->	Shellf	2Jf	Eigf	Energy(eV)	Rate(1/s)	Width(eV)	Peso
273	K	1	3	--->	M4	3	3	1.260583E+04	1.137520E+08	7.487292E-08	6.666667E-02
274	K	1	3	--->	M4	3	4	1.260540E+04	9.829980E+07	6.470210E-08	6.666667E-02
275	K	1	3	--->	M4	3	5	1.260481E+04	8.234940E+09	5.420336E-06	6.666667E-02
276	K	1	3	--->	M5	3	6	1.260439E+04	4.786720E+09	3.150676E-06	6.666667E-02
277	K	1	3	--->	M4	3	7	1.260357E+04	5.890750E+09	3.877362E-06	6.666667E-02
278	K	1	3	--->	M4	3	8	1.260133E+04	2.664290E+11	1.753667E-04	6.666667E-02
279	K	1	3	--->	M5	5	1	1.260655E+04	1.354700E+04	8.916797E-12	6.666667E-02
280	K	1	3	--->	M5	5	2	1.260619E+04	6.779260E+03	4.462190E-12	6.666667E-02
281	K	1	3	--->	M5	5	3	1.260587E+04	1.537620E+08	1.012080E-07	6.666667E-02
282	K	1	3	--->	M4	5	4	1.260552E+04	3.843360E+08	2.529745E-07	6.666667E-02
283	K	1	3	--->	M5	5	5	1.260507E+04	2.272460E+10	1.495760E-05	6.666667E-02
284	K	1	3	--->	M4	5	6	1.260471E+04	6.702860E+09	4.411902E-06	6.666667E-02
285	K	1	3	--->	M4	5	7	1.260412E+04	4.813010E+09	3.167981E-06	6.666667E-02
286	K	1	3	--->	M5	5	8	1.260210E+04	3.776380E+11	2.485658E-04	6.666667E-02
287	K	1	3	--->	M5	7	1	1.260657E+04	4.494450E+02	2.958301E-13	6.666667E-02
288	K	1	3	--->	M5	7	2	1.260618E+04	6.896590E+02	4.539418E-13	6.666667E-02
289	K	1	3	--->	M4	7	3	1.260566E+04	1.846370E+02	1.215303E-13	6.666667E-02
290	K	1	3	--->	M5	7	4	1.260487E+04	4.533580E+01	2.984056E-14	6.666667E-02
291	K	1	3	--->	M4	7	5	1.260373E+04	1.671150E-03	1.099971E-18	6.666667E-02
292	K	1	3	--->	N1	1	1	1.264854E+04	2.683070E+05	1.766029E-10	6.666667E-02
293	K	1	3	--->	N1	1	2	1.264230E+04	5.721190E+07	3.765756E-08	6.666667E-02
294	K	1	3	--->	N1	1	3	1.264021E+04	1.910310E+06	1.257389E-09	6.666667E-02
295	K	1	3	--->	N1	3	1	1.264864E+04	6.558050E+04	4.316587E-11	6.666667E-02
296	K	1	3	--->	N1	3	2	1.264451E+04	1.049250E+08	6.906289E-08	6.666667E-02
297	K	1	3	--->	N1	3	3	1.264051E+04	1.938520E+06	1.275957E-09	6.666667E-02
298	K	1	3	--->	N1	5	1	1.264885E+04	3.064430E+05	2.017044E-10	6.666667E-02
299	K	1	3	--->	N1	5	2	1.264444E+04	1.587920E+08	1.045188E-07	6.666667E-02
300	K	1	3	--->	N2	1	1	1.265622E+04	3.966010E+12	2.610475E-03	6.666667E-02
301	K	1	3	--->	N2	3	1	1.265987E+04	2.998460E+09	1.973622E-06	6.666667E-02
302	K	1	3	--->	N2	3	2	1.265771E+04	8.051620E+10	5.299672E-05	6.666667E-02
303	K	1	3	--->	N2	3	3	1.265612E+04	1.075120E+13	7.076568E-03	6.666667E-02
304	K	1	3	--->	N2	5	1	1.265765E+04	1.085250E+04	7.143245E-12	6.666667E-02
305	K	3	1	--->	K	5	1	2.366700E-01	1.025080E-01	6.747199E-17	1.333333E-01
306	K	3	1	--->	L1	1	1	1.099644E+04	3.996800E+08	2.630741E-07	1.333333E-01
307	K	3	1	--->	L1	1	2	1.099621E+04	7.727720E+09	5.086478E-06	1.333333E-01
308	K	3	1	--->	L1	1	3	1.099263E+04	1.049000E+08	6.904643E-08	1.333333E-01
309	K	3	1	--->	L1	3	1	1.099668E+04	1.577970E+08	1.038639E-07	1.333333E-01
310	K	3	1	--->	L1	3	2	1.099642E+04	1.417440E+10	9.329759E-06	1.333333E-01
311	K	3	1	--->	L1	3	3	1.099498E+04	1.147190E+09	7.550942E-07	1.333333E-01
312	K	3	1	--->	L1	5	1	1.099685E+04	1.549960E+10	1.020202E-05	1.333333E-01
313	K	3	1	--->	L1	5	2	1.099499E+04	1.043020E+09	6.865282E-07	1.333333E-01
314	K	3	1	--->	L3	1	1	1.122161E+04	2.226180E+14	1.465298E-01	1.333333E-01
315	K	3	1	--->	L3	1	2	1.122077E+04	5.849320E+12	3.850092E-03	1.333333E-01
316	K	3	1	--->	L3	1	3	1.121911E+04	3.042640E+11	2.002702E-04	1.333333E-01
317	K	3	1	--->	L2	1	4	1.118018E+04	6.573260E+13	4.326598E-02	1.333333E-01
318	K	3	1	--->	L2	1	5	1.117989E+04	5.830600E+09	3.837771E-06	1.333333E-01
319	K	3	1	--->	L2	1	6	1.117617E+04	8.485380E+08	5.585178E-07	1.333333E-01
320	K	3	1	--->	L3	3	1	1.122094E+04	7.169460E+13	4.719024E-02	1.333333E-01
321	K	3	1	--->	L3	3	2	1.122081E+04	3.453410E+14	2.273076E-01	1.333333E-01
322	K	3	1	--->	L3	3	3	1.122078E+04	3.078660E+12	2.026411E-03	1.333333E-01
323	K	3	1	--->	L3	3	4	1.121939E+04	8.580740E+12	5.647946E-03	1.333333E-01
324	K	3	1	--->	L3	3	5	1.121715E+04	7.085200E+11	4.663563E-04	1.333333E-01
325	K	3	1	--->	L2	3	6	1.118027E+04	1.510800E+14	9.944266E-02	1.333333E-01
326	K	3	1	--->	L2	3	7	1.117986E+04	1.643890E+13	1.082028E-02	1.333333E-01
327	K	3	1	--->	L2	3	8	1.117827E+04	1.960230E+12	1.290247E-03	1.333333E-01
328	K	3	1	--->	L3	5	1	1.122138E+04	3.802210E+14	2.502660E-01	1.333333E-01
329	K	3	1	--->	L3	5	2	1.122111E+04	1.357390E+14	8.934503E-02	1.333333E-01
330	K	3	1	--->	L3	5	3	1.121945E+04	9.084260E+10	5.979368E-05	1.333333E-01
331	K	3	1	--->	L2	5	4	1.118025E+04	3.614340E+14	2.379002E-01	1.333333E-01
332	K	3	1	--->	L2	5	5	1.117862E+04	3.555580E+12	2.340325E-03	1.333333E-01
333	K	3	1	--->	L3	7	1	1.122158E+04	5.095140E+10	3.353682E-05	1.333333E-01
334	K	3	1	--->	L3	7	2	1.121964E+04	4.563320E+07	3.003632E-08	1.333333E-01
335	K	3	1	--->	M1	1	1	1.242227E+04	4.738220E+07	3.118753E-08	1.333333E-01
336	K	3	1	--->	M1	1	2	1.242151E+04	2.629480E+08	1.730755E-07	1.333333E-01
337	K	3	1	--->	M1	1	3	1.241832E+04	2.196860E+06	1.445999E-09	1.333333E-01
338	K	3	1	--->	M1	3	1	1.242242E+04	1.586650E+08	1.044352E-07	1.333333E-01
339	K	3	1	--->	M1	3	2	1.242182E+04	4.187040E+08	2.755960E-07	1.333333E-01
340	K	3	1	--->	M1	3	3	1.242064E+04	5.128520E+07	3.375653E-08	1.333333E-01
341	K	3	1	--->	M1	5	1	1.242269E+04	7.689330E+08	5.061209E-07	1.333333E-01
342	K	3	1	--->	M1	5	2	1.242066E+04	3.362400E+07	2.213172E-08	1.333333E-01
343	K	3	1	--->	M3	1	1	1.249288E+04	2.905570E+13	1.912481E-02	1.333333E-01
344	K	3	1	--->	M3	1	2	1.249121E+04	1.783690E+12	1.174046E-03	1.333333E-01
345	K	3	1	--->	M3	1	3	1.248905E+04	5.121180E+10	3.370822E-05	1.333333E-01
346	K	3	1	--->	M2	1	4	1.248616E+04	1.198700E+13	7.889987E-03	1.333333E-01
347	K	3	1	--->	M2	1	5	1.248542E+04	3.785860E+11	2.491898E-04	1.333333E-01
348	K	3	1	--->	M2	1	6	1.248191E+04	1.620290E+10	1.066494E-05	1.333333E-01
349	K	3	1	--->	M3	3	1	1.249156E+04	1.591960E+11	1.047847E-04	1.333333E-01
350	K	3	1	--->	M3	3	2	1.249146E+04	3.836460E+12	2.525204E-03	1.333333E-01
351	K	3	1	--->	M3	3	3	1.249122E+04	5.368330E+13	3.533499E-02	1.333333E-01
352	K	3	1	--->	M3	3	4	1.248961E+04	5.493330E+12	3.615775E-03	1.333333E-01
353	K	3	1	--->	M3	3	5	1.248781E+04	5.842260E+11	3.845445E-04	1.333333E-01
354	K	3	1	--->	M2	3	6	1.248606E+04	2.335220E+13	1.537070E-02	1.333333E-01
355	K	3	1	--->	M2	3	7	1.248537E+04	1.462040E+11	9.623322E-05	1.333333E-01
356	K	3	1	--->	M2	3	8	1.248334E+04	1.639650E+10	1.079237E-05	1.333333E-01
357	K	3	1	--->	M3	5	1	1.249210E+04	1.588090E+13	1.045300E-02	1.333333E-01
358	K	3	1	--->	M3	5	2	1.249193E+04	6.582520E+13	4.332693E-02	1.333333E-01
359	K	3	1	--->	M3	5	3	1.249013E+04	2.349420E+11	1.546416E-04	1.333333E-01
360	K	3	1	--->	M2	5	4	1.248581E+04	4.700370E+13	3.093840E-02	1.333333E-01
361	K	3	1	--->	M2	5	5	1.248444E+04	2.913250E+12	1.917536E-03	1.333333E-01
362	K	3	1	--->	M3	7	1	1.249254E+04	9.234750E+09	6.078423E-06	1.333333E-01
363	K	3	1	--->	M3	7	2	1.249032E+04	2.011800E+07	1.324191E-08	1.333333E-01
364	K	3	1	--->	M5	1	1	1.260281E+04	4.242130E+10	2.792221E-05	1.333333E-01
365	K	3	1	--->	M4	1	2	1.260189E+04	2.872890E+07	1.890970E-08	1.333333E-01
366	K	3	1	--->	M4	1	3	1.260106E+04	2.702000E+10	1.778489E-05	1.333333E-01
367	K	3	1	--->	M5	1	4	1.259968E+04	3.597140E+07	2.367680E-08	1.333333E-01
368	K	3	1	--->	M4	1	5	1.259883E+04	8.028810E+07	5.284659E-08	1.333333E-01
369	K	3	1	--->	M5	3	1	1.260263E+04	7.427290E+10	4.888731E-05	1.333333E-01
370	K	3	1	--->	M4	3	2	1.260181E+04	3.917820E+09	2.578756E-06	1.333333E-01
371	K	3	1	--->	M4	3	3	1.260176E+04	1.656530E+10	1.090348E-05	1.333333E-01
372	K	3	1	--->	M4	3	4	1.260133E+04	2.486200E+10	1.636447E-05	1.333333E-01
373	K	3	1	--->	M4	3	5	1.260074E+04	1.310340E+10	8.624814E-06	1.333333E-01
374	K	3	1	--->	M5	3	6	1.260032E+04	5.564120E+09	3.662370E-06	1.333333E-01
375	K	3	1	--->	M4	3	7	1.259950E+04	5.263680E+08	3.464617E-07	1.333333E-01
376	K	3	1	--->	M4	3	8	1.259725E+04	6.675420E+07	4.393841E-08	1.333333E-01
377	K	3	1	--->	M5	5	1	1.260247E+04	7.555120E+10	4.972870E-05	1.333333E-01
378	K	3	1	--->	M5	5	2	1.260212E+04	3.588490E+10	2.361987E-05	1.333333E-01
379	K	3	1	--->	M5	5	3	1.260180E+04	2.232300E+10	1.469327E-05	1.333333E-01
380	K	3	1	--->	M4	5	4	1.260144E+04	4.740060E+10	3.119964E-05	1.333333E-01
381	K	3	1	--->	M5	5	5	1.260099E+04	3.651980E+09	2.403777E-06	1.333333E-01
382	K	3	1	--->	M4	5	6	1.260064E+04	2.190280E+10	1.441668E-05	1.333333E-01
383	K	3	1	--->	M4	5	7	1.260004E+04	1.581630E+09	1.041048E-06	1.333333E-01
384	K	3	1	--->	M5	5	8	1.259802E+04	1.111680E+08	7.317210E-08	1.333333E-01
385	K	3	1	--->	M5	7	1	1.260250E+04	3.942190E+08	2.594797E-07	1.333333E-01
386	K	3	1	--->	M5	7	2	1.260211E+04	2.234140E+11	1.470538E-04	1.333333E-01
387	K	3	1	--->	M4	7	3	1.260159E+04	2.382370E+10	1.568104E-05	1.333333E-01
388	K	3	1	--->	M5	7	4	1.260080E+04	3.120200E+10	2.053753E-05	1.333333E-01
389	K	3	1	--->	M4	7	5	1.259966E+04	6.752470E+08	4.444556E-07	1.333333E-01
390	K	3	1	--->	M5	9	1	1.260280E+04	2.401890E+07	1.580953E-08	1.333333E-01
391	K	3	1	--->	M5	9	2	1.260045E+04	6.551790E+04	4.312466E-11	1.333333E-01
392	K	3	1	--->	N1	1	1	1.264447E+04	4.127040E+06	2.716467E-09	1.333333E-01
393	K	3	1	--->	N1	1	2	1.263823E+04	1.190330E+06	7.834894E-10	1.333333E-01
394	K	3	1	--->	N1	1	3	1.263614E+04	1.504150E+07	9.900495E-09	1.333333E-01
395	K	3	1	--->	N1	3	1	1.264456E+04	1.528150E+07	1.005847E-08	1.333333E-01
396	K	3	1	--->	N1	3	2	1.264044E+04	1.432740E+06	9.430466E-10	1.333333E-01
397	K	3	1	--->	N1	3	3	1.263643E+04	2.683460E+07	1.766285E-08	1.333333E-01
398	K	3	1	--->	N1	5	1	1.264478E+04	6.483270E+07	4.267366E-08	1.333333E-01
399	K	3	1	--->	N1	5	2	1.264037E+04	1.438660E+06	9.469432E-10	1.333333E-01
400	K	3	1	--->	N2	1	1	1.265215E+04	3.185980E+11	2.097050E-04	1.333333E-01
401	K	3	1	--->	N2	3	1	1.265580E+04	5.365940E+12	3.531926E-03	1.333333E-01
402	K	3	1	--->	N2	3	2	1.265364E+04	2.249690E+12	1.480773E-03	1.333333E-01
403	K	3	1	--->	N2	3	3	1.265205E+04	2.065680E+12	1.359655E-03	1.333333E-01
404	K	3	1	--->	N2	5	1	1.265358E+04	5.196570E+12	3.420444E-03	1.333333E-01
405	K	3	2	--->	K	1	1	5.831000E-02	5.507500E-04	3.625102E-19	1.333333E-01
406	K	3	2	--->	K	3	1	2.723500E-01	3.115460E-02	2.050633E-17	1.333333E-01
407	K	3	2	--->	K	5	1	5.090300E-01	5.858280E-01	3.855990E-16	1.333333E-01
408	K	3	2	--->	L1	1	1	1.099672E+04	2.356170E+09	1.550859E-06	1.333333E-01
409	K	3	2	--->	L1	1	2	1.099648E+04	1.077010E+10	7.089008E-06	1.333333E-01
410	K	3	2	--->	L1	1	3	1.099290E+04	4.278100E+07	2.815896E-08	1.333333E-01
411	K	3	2	--->	L1	3	1	1.099695E+04	1.454930E+10	9.576523E-06	1.333333E-01
412	K	3	2	--->	L1	3	2	1.099669E+04	1.782330E+09	1.173151E-06	1.333333E-01
413	K	3	2	--->	L1	3	3	1.099525E+04	1.119960E+09	7.371710E-07	1.333333E-01
414	K	3	2	--->	L1	5	1	1.099712E+04	8.239070E+09	5.423054E-06	1.333333E-01
415	K	3	2	--->	L1	5	2	1.099526E+04	7.199140E+06	4.738560E-09	1.333333E-01
416	K	3	2	--->	L3	1	1	1.122189E+04	4.159550E+13	2.737865E-02	1.333333E-01
417	K	3	2	--->	L3	1	2	1.122104E+04	5.444980E+13	3.583951E-02	1.333333E-01
418	K	3	2	--->	L3	1	3	1.121939E+04	2.738840E+12	1.802737E-03	1.333333E-01
419	K	3	2	--->	L2	1	4	1.118045E+04	2.000460E+14	1.316727E-01	1.333333E-01
420	K	3	2	--->	L2	1	5	1.118016E+04	7.423920E+09	4.886513E-06	1.333333E-01
421	K	3	2	--->	L2	1	6	1.117645E+04	1.471260E+09	9.684009E-07	1.333333E-01
422	K	3	2	--->	L3	3	1	1.122121E+04	1.591420E+14	1.047492E-01	1.333333E-01
423	K	3	2	--->	L3	3	2	1.122108E+04	2.167520E+10	1.426688E-05	1.333333E-01
424	K	3	2	--->	L3	3	3	1.122105E+04	1.320370E+14	8.690833E-02	1.333333E-01
425	K	3	2	--->	L3	3	4	1.121966E+04	2.191300E+13	1.442340E-02	1.333333E-01
426	K	3	2	--->	L3	3	5	1.121742E+04	8.395370E+10	5.525933E-05	1.333333E-01
427	K	3	2	--->	L2	3	6	1.118054E+04	1.222330E+12	8.045522E-04	1.333333E-01
428	K	3	2	--->	L2	3	7	1.118014E+04	2.702800E+14	1.779015E-01	1.333333E-01
429	K	3	2	--->	L2	3	8	1.117854E+04	1.121460E+13	7.381584E-03	1.333333E-01
430	K	3	2	--->	L3	5	1	1.122165E+04	3.613400E+13	2.378383E-02	1.333333E-01
431	K	3	2	--->	L3	5	2	1.122138E+04	7.100140E+14	4.673397E-01	1.333333E-01
432	K	3	2	--->	L3	5	3	1.121972E+04	1.362220E+13	8.966295E-03	1.333333E-01
433	K	3	2	--->	L2	5	4	1.118052E+04	1.232030E+14	8.109369E-02	1.333333E-01
434	K	3	2	--->	L2	5	5	1.117889E+04	1.634680E+12	1.075966E-03	1.333333E-01
435	K	3	2	--->	L3	7	1	1.122186E+04	1.691760E+10	1.113537E-05	1.333333E-01
436	K	3	2	--->	L3	7	2	1.121991E+04	2.998730E+07	1.973800E-08	1.333333E-01
437	K	3	2	--->	M1	1	1	1.242254E+04	8.960150E+07	5.897678E-08	1.333333E-01
438	K	3	2	--->	M1	1	2	1.242178E+04	4.644040E+08	3.056763E-07	1.333333E-01
439	K	3	2	--->	M1	1	3	1.241859E+04	7.405910E+05	4.874658E-10	1.333333E-01
440	K	3	2	--->	M1	3	1	1.242269E+04	4.261280E+08	2.804825E-07	1.333333E-01
441	K	3	2	--->	M1	3	2	1.242209E+04	2.910490E+08	1.915719E-07	1.333333E-01
442	K	3	2	--->	M1	3	3	1.242091E+04	4.435290E+07	2.919361E-08	1.333333E-01
443	K	3	2	--->	M1	5	1	1.242296E+04	3.485130E+08	2.293954E-07	1.333333E-01
444	K	3	2	--->	M1	5	2	1.242093E+04	9.540940E+05	6.279961E-10	1.333333E-01
445	K	3	2	--->	M3	1	1	1.249315E+04	6.969300E+12	4.587276E-03	1.333333E-01
446	K	3	2	--->	M3	1	2	1.249148E+04	7.365310E+12	4.847935E-03	1.333333E-01
447	K	3	2	--->	M3	1	3	1.248932E+04	8.159710E+11	5.370819E-04	1.333333E-01
448	K	3	2	--->	M2	1	4	1.248644E+04	2.837850E+13	1.867907E-02	1.333333E-01
449	K	3	2	--->	M2	1	5	1.248569E+04	2.508270E+11	1.650973E-04	1.333333E-01
450	K	3	2	--->	M2	1	6	1.248218E+04	2.518790E+10	1.657898E-05	1.333333E-01
451	K	3	2	--->	M3	3	1	1.249184E+04	5.704650E+12	3.754869E-03	1.333333E-01
452	K	3	2	--->	M3	3	2	1.249173E+04	2.329250E+13	1.533140E-02	1.333333E-01
453	K	3	2	--->	M3	3	3	1.249149E+04	3.678410E+11	2.421173E-04	1.333333E-01
454	K	3	2	--->	M3	3	4	1.248988E+04	9.960910E+12	6.556390E-03	1.333333E-01
455	K	3	2	--->	M3	3	5	1.248808E+04	1.574640E+12	1.036447E-03	1.333333E-01
456	K	3	2	--->	M2	3	6	1.248633E+04	2.275370E+12	1.497676E-03	1.333333E-01
457	K	3	2	--->	M2	3	7	1.248564E+04	3.439840E+13	2.264144E-02	1.333333E-01
458	K	3	2	--->	M2	3	8	1.248361E+04	7.869410E+12	5.179740E-03	1.333333E-01
459	K	3	2	--->	M3	5	1	1.249237E+04	4.146330E+13	2.729164E-02	1.333333E-01
460	K	3	2	--->	M3	5	2	1.249220E+04	5.318650E+13	3.500799E-02	1.333333E-01
461	K	3	2	--->	M3	5	3	1.249040E+04	3.278800E+12	2.158145E-03	1.333333E-01
462	K	3	2	--->	M2	5	4	1.248608E+04	2.458360E+13	1.618122E-02	1.333333E-01
463	K	3	2	--->	M2	5	5	1.248472E+04	1.987010E+12	1.307874E-03	1.333333E-01
464	K	3	2	--->	M3	7	1	1.249282E+04	3.066450E+09	2.018374E-06	1.333333E-01
465	K	3	2	--->	M3	7	2	1.249059E+04	1.061550E+07	6.987249E-09	1.333333E-01
466	K	3	2	--->	M5	1	1	1.260308E+04	2.370270E+10	1.560140E-05	1.333333E-01
467	K	3	2	--->	M4	1	2	1.260216E+04	7.313220E+09	4.813649E-06	1.333333E-01
468	K	3	2	--->	M4	1	3	1.260133E+04	3.915410E+10	2.577170E-05	1.333333E-01
469	K	3	2	--->	M5	1	4	1.259995E+04	9.353150E+07	6.156355E-08	1.333333E-01
470	K	3	2	--->	M4	1	5	1.259910E+04	1.524630E+08	1.003530E-07	1.333333E-01
471	K	3	2	--->	M5	3	1	1.260291E+04	6.747430E+09	4.441239E-06	1.333333E-01
472	K	3	2	--->	M4	3	2	1.260208E+04	2.799790E+10	1.842855E-05	1.333333E-01
473	K	3	2	--->	M4	3	3	1.260203E+04	2.090090E+09	1.375722E-06	1.333333E-01
474	K	3	2	--->	M4	3	4	1.260160E+04	8.571450E+10	5.641831E-05	1.333333E-01
475	K	3	2	--->	M4	3	5	1.260101E+04	1.106490E+10	7.283049E-06	1.333333E-01
476	K	3	2	--->	M5	3	6	1.260059E+04	5.326170E+09	3.505749E-06	1.333333E-01
477	K	3	2	--->	M4	3	7	1.259977E+04	1.307460E+09	8.605858E-07	1.333333E-01
478	K	3	2	--->	M4	3	8	1.259753E+04	9.452230E+07	6.221571E-08	1.333333E-01
479	K	3	2	--->	M5	5	1	1.260275E+04	1.266070E+10	8.333424E-06	1.333333E-01
480	K	3	2	--->	M5	5	2	1.260239E+04	5.670850E+10	3.732621E-05	1.333333E-01
481	K	3	2	--->	M5	5	3	1.260207E+04	2.004450E+10	1.319353E-05	1.333333E-01
482	K	3	2	--->	M4	5	4	1.260172E+04	6.608520E+07	4.349807E-08	1.333333E-01
483	K	3	2	--->	M5	5	5	1.260127E+04	9.459990E+08	6.226678E-07	1.333333E-01
484	K	3	2	--->	M4	5	6	1.260091E+04	1.025280E+11	6.748515E-05	1.333333E-01
485	K	3	2	--->	M4	5	7	1.260032E+04	1.540930E+10	1.014259E-05	1.333333E-01
486	K	3	2	--->	M5	5	8	1.259830E+04	5.715890E+08	3.762267E-07	1.333333E-01
487	K	3	2	--->	M5	7	1	1.260277E+04	1.113620E+11	7.329980E-05	1.333333E-01
488	K	3	2	--->	M5	7	2	1.260238E+04	2.384250E+10	1.569342E-05	1.333333E-01
489	K	3	2	--->	M4	7	3	1.260186E+04	9.643040E+10	6.347164E-05	1.333333E-01
490	K	3	2	--->	M5	7	4	1.260107E+04	4.407790E+10	2.901260E-05	1.333333E-01
491	K	3	2	--->	M4	7	5	1.259993E+04	3.429750E+08	2.257502E-07	1.333333E-01
492	K	3	2	--->	M5	9	1	1.260308E+04	7.968540E+06	5.244988E-09	1.333333E-01
493	K	3	2	--->	M5	9	2	1.260072E+04	3.304040E+04	2.174759E-11	1.333333E-01
494	K	3	2	--->	N1	1	1	1.264474E+04	7.984940E+06	5.255783E-09	1.333333E-01
495	K	3	2	--->	N1	1	2	1.263850E+04	1.325010E+06	8.721374E-10	1.333333E-01
496	K	3	2	--->	N1	1	3	1.263641E+04	3.148130E+07	2.072137E-08	1.333333E-01
497	K	3	2	--->	N1	3	1	1.264484E+04	3.540550E+07	2.330432E-08	1.333333E-01
498	K	3	2	--->	N1	3	2	1.264071E+04	1.558900E+05	1.026087E-10	1.333333E-01
499	K	3	2	--->	N1	3	3	1.263671E+04	2.157250E+07	1.419928E-08	1.333333E-01
500	K	3	2	--->	N1	5	1	1.264505E+04	2.585500E+07	1.701807E-08	1.333333E-01
501	K	3	2	--->	N1	5	2	1.264064E+04	3.725320E+05	2.452050E-10	1.333333E-01
502	K	3	2	--->	N2	1	1	1.265242E+04	8.977490E+11	5.909091E-04	1.333333E-01
503	K	3	2	--->	N2	3	1	1.265607E+04	2.002270E+12	1.317918E-03	1.333333E-01
504	K	3	2	--->	N2	3	2	1.265391E+04	3.367530E+12	2.216548E-03	1.333333E-01
505	K	3	2	--->	N2	3	3	1.265232E+04	5.397240E+12	3.552528E-03	1.333333E-01
506	K	3	2	--->	N2	5	1	1.265385E+04	1.028360E+13	6.768788E-03	1.333333E-01
507	K	3	3	--->	K	1	1	1.510110E+00	1.976320E-01	1.300837E-16	1.333333E-01
508	K	3	3	--->	K	1	2	1.198080E+00	1.300550E-01	8.560375E-17	1.333333E-01
509	K	3	3	--->	K	3	1	1.724160E+00	2.038370E+00	1.341679E-15	1.333333E-01
510	K	3	3	--->	K	3	2	1.451800E+00	1.537660E-01	1.012106E-16	1.333333E-01
511	K	3	3	--->	K	5	1	1.960830E+00	2.373230E-01	1.562088E-16	1.333333E-01
512	K	3	3	--->	K	5	2	4.306000E-02	6.100390E-04	4.015350E-19	1.333333E-01
513	K	3	3	--->	L1	1	1	1.099817E+04	1.517490E+08	9.988300E-08	1.333333E-01
514	K	3	3	--->	L1	1	2	1.099793E+04	1.493120E+07	9.827894E-09	1.333333E-01
515	K	3	3	--->	L1	1	3	1.099436E+04	2.890200E+10	1.902364E-05	1.333333E-01
516	K	3	3	--->	L1	3	1	1.099840E+04	1.113210E+09	7.327281E-07	1.333333E-01
517	K	3	3	--->	L1	3	2	1.099814E+04	7.927100E+08	5.217712E-07	1.333333E-01
518	K	3	3	--->	L1	3	3	1.099670E+04	3.404830E+10	2.241100E-05	1.333333E-01
519	K	3	3	--->	L1	5	1	1.099858E+04	5.598090E+08	3.684730E-07	1.333333E-01
520	K	3	3	--->	L1	5	2	1.099671E+04	1.572270E+10	1.034887E-05	1.333333E-01
521	K	3	3	--->	L3	1	1	1.122334E+04	2.791130E+09	1.837155E-06	1.333333E-01
522	K	3	3	--->	L3	1	2	1.122250E+04	1.502540E+13	9.889898E-03	1.333333E-01
523	K	3	3	--->	L3	1	3	1.122084E+04	2.761240E+14	1.817481E-01	1.333333E-01
524	K	3	3	--->	L2	1	4	1.118190E+04	8.397640E+09	5.527427E-06	1.333333E-01
525	K	3	3	--->	L2	1	5	1.118161E+04	1.072640E+10	7.060245E-06	1.333333E-01
526	K	3	3	--->	L2	1	6	1.117790E+04	1.554890E+09	1.023447E-06	1.333333E-01
527	K	3	3	--->	L3	3	1	1.122266E+04	1.322310E+13	8.703602E-03	1.333333E-01
528	K	3	3	--->	L3	3	2	1.122254E+04	5.420210E+12	3.567647E-03	1.333333E-01
529	K	3	3	--->	L3	3	3	1.122250E+04	2.007780E+13	1.321545E-02	1.333333E-01
530	K	3	3	--->	L3	3	4	1.122111E+04	4.291700E+14	2.824848E-01	1.333333E-01
531	K	3	3	--->	L3	3	5	1.121888E+04	8.176360E+11	5.381778E-04	1.333333E-01
532	K	3	3	--->	L2	3	6	1.118199E+04	2.563240E+11	1.687155E-04	1.333333E-01
533	K	3	3	--->	L2	3	7	1.118159E+04	4.028410E+12	2.651548E-03	1.333333E-01
534	K	3	3	--->	L2	3	8	1.117999E+04	1.138910E+14	7.496442E-02	1.333333E-01
535	K	3	3	--->	L3	5	1	1.122310E+04	3.544770E+12	2.333210E-03	1.333333E-01
536	K	3	3	--->	L3	5	2	1.122283E+04	4.949980E+12	3.258136E-03	1.333333E-01
537	K	3	3	--->	L3	5	3	1.122117E+04	4.001920E+14	2.634112E-01	1.333333E-01
538	K	3	3	--->	L2	5	4	1.118197E+04	5.552330E+12	3.654610E-03	1.333333E-01
539	K	3	3	--->	L2	5	5	1.118034E+04	4.762020E+14	3.134418E-01	1.333333E-01
540	K	3	3	--->	L3	7	1	1.122331E+04	7.252210E+07	4.773491E-08	1.333333E-01
541	K	3	3	--->	L3	7	2	1.122137E+04	6.723970E+10	4.425797E-05	1.333333E-01
542	K	3	3	--->	M1	1	1	1.242399E+04	3.100920E+06	2.041063E-09	1.333333E-01
543	K	3	3	--->	M1	1	2	1.242324E+04	5.087030E+05	3.348344E-10	1.333333E-01
544	K	3	3	--->	M1	1	3	1.242004E+04	9.719780E+08	6.397675E-07	1.333333E-01
545	K	3	3	--->	M1	3	1	1.242415E+04	8.978900E+06	5.910019E-09	1.333333E-01
546	K	3	3	--->	M1	3	2	1.242354E+04	7.754870E+07	5.104348E-08	1.333333E-01
547	K	3	3	--->	M1	3	3	1.242237E+04	1.189820E+09	7.831537E-07	1.333333E-01
548	K	3	3	--->	M1	5	1	1.242441E+04	1.777700E+07	1.170103E-08	1.333333E-01
549	K	3	3	--->	M1	5	2	1.242238E+04	8.455180E+08	5.565300E-07	1.333333E-01
550	K	3	3	--->	M3	1	1	1.249460E+04	5.095340E+10	3.353814E-05	1.333333E-01
